2025-05-20,00:46:16,None
2025-05-20,00:46:20,None
2025-05-20,00:46:23,None
2025-05-20,00:46:26,None
2025-05-20,00:46:29,speech
2025-05-20,00:46:33,None
2025-05-20,00:46:36,None
2025-05-20,05:19:42,speech
2025-05-20,05:19:46,speech
2025-05-20,05:19:50,None
2025-05-20,05:22:34,None
2025-05-20,05:22:38,None
2025-05-20,05:22:42,None
2025-05-20,05:26:19,None
2025-05-20,05:26:23,speech
2025-05-20,05:26:27,speech
2025-05-20,05:26:30,speech
2025-05-20,05:26:34,None
2025-05-20,05:26:38,None
2025-05-20,05:28:43,None
2025-05-20,05:28:47,speech
2025-05-20,05:28:51,None
2025-05-20,05:28:55,speech
2025-05-20,05:30:38,None
2025-05-20,05:30:42,speech
2025-05-20,05:30:46,speech
2025-05-20,05:30:50,None
2025-05-20,05:30:54,None
2025-05-20,05:30:57,None
2025-05-20,05:31:01,None
2025-05-20,05:31:05,None
2025-05-20,05:31:08,None
2025-05-20,05:31:12,None
2025-05-20,05:31:15,None
2025-05-20,05:31:19,None
2025-05-20,05:31:23,None
2025-05-20,05:31:26,None
2025-05-20,05:31:30,None
2025-05-20,05:31:34,None
2025-05-20,05:31:37,speech
2025-05-20,05:31:41,None
2025-05-20,05:31:45,None
2025-05-20,05:31:48,None
2025-05-20,05:34:44,None
2025-05-20,05:34:48,None
2025-05-20,05:34:52,speech
2025-05-20,05:34:56,speech
2025-05-20,05:35:00,speech
2025-05-20,05:35:03,None
2025-05-20,05:35:07,None
2025-05-20,05:35:10,None
2025-05-20,05:35:14,None
2025-05-20,05:35:17,None
2025-05-20,05:35:21,None
2025-05-20,05:35:25,None
2025-05-20,05:35:30,None
2025-05-20,05:35:34,None
2025-05-20,05:35:37,None
2025-05-20,05:41:03,None
