2025-05-20,00:46:16,None
2025-05-20,00:46:16,None
2025-05-20,00:46:18,None
2025-05-20,00:46:20,None
2025-05-20,00:46:22,None
2025-05-20,00:46:24,None
2025-05-20,00:46:26,None
2025-05-20,00:46:28,None
2025-05-20,00:46:30,None
2025-05-20,00:46:32,None
2025-05-20,00:46:34,None
2025-05-20,02:39:00,None
2025-05-20,02:39:00,None
2025-05-20,02:39:02,None
2025-05-20,02:39:04,None
2025-05-20,02:39:06,None
2025-05-20,02:39:09,None
2025-05-20,03:14:37,None
2025-05-20,03:14:37,None
2025-05-20,03:14:39,None
2025-05-20,03:14:41,None
2025-05-20,03:14:43,people
2025-05-20,03:14:45,food,technic
2025-05-20,03:14:47,food,technic
2025-05-20,03:14:50,people
2025-05-20,03:14:52,people
2025-05-20,03:14:54,people
2025-05-20,03:14:56,people
2025-05-20,03:14:57,None
2025-05-20,03:14:59,None
2025-05-20,03:17:12,None
2025-05-20,03:17:12,people
2025-05-20,03:17:14,people
2025-05-20,03:17:16,people
2025-05-20,03:17:18,people
2025-05-20,03:20:53,None
2025-05-20,03:20:53,people
2025-05-20,03:20:55,people
2025-05-20,03:20:57,people
2025-05-20,03:20:59,None
2025-05-20,03:28:37,None
2025-05-20,03:28:37,None
2025-05-20,03:28:39,None
2025-05-20,03:28:41,people
2025-05-20,03:28:43,food,technic
2025-05-20,03:28:45,food
2025-05-20,03:28:47,food
2025-05-20,03:28:49,food,technic
2025-05-20,03:28:52,people
2025-05-20,03:28:54,people
2025-05-20,03:28:56,people
2025-05-20,03:28:58,people
2025-05-20,03:29:00,people
2025-05-20,03:29:02,people
2025-05-20,03:29:03,None
2025-05-20,03:29:05,None
2025-05-20,03:29:07,None
2025-05-20,03:29:09,None
2025-05-20,03:29:11,None
2025-05-20,03:29:13,None
2025-05-20,03:29:15,None
2025-05-20,03:29:18,None
2025-05-20,03:29:20,None
2025-05-20,03:29:22,None
2025-05-20,03:29:24,None
2025-05-20,03:29:26,None
